Core,Lamp,Robertson Item,Successor Item,Robertson Base Item,Inventory Status,Substitute Item,sku Family,Product Type of sku Family (Electronic or Magnetic) ,Version (Magnetic only),Version Description,"Starting Method (Rapid, Instant, Program)",Lamp Connection (Parallel or Serial), Ballast Factor ,Maximum Possible Lamp Combinations,# of Lamps,Maximum Voltage Combinations, Voltage -120V , Voltage -240V , Voltage -277V, Voltage -347V,Power factor,Dimming (0-10V)  ," Length (in "") "," Width (in "") "," Height (in "") ", Weight (in lbs.) ,Philips-Advance,GE,Osram,Universal,Fulham,Keystone,Hatch,Halco,Radionic Industries
PSJ226CQMVBLS /A,CFTR42W/GX24Q,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICF-2S26-M1-BS,GEC242-MVPS-BES,QTP2x26CF/UNVDMPEM,C2642UNVMES,RHA-UNV-226-BLS,,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSJ226CQMVBLS /A,FC12T5,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICN-2S39-N,GEC242-MVPS-BES,,C2642UNVMES,,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,,
PSJ226CQMVBLS /A,FC9T5,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICN-2S39-N,GEC242-MVPS-BES,,C2642UNVMES,,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,,
PSJ226CQMVBLS /A,FC9T5,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.02 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICN-2S39-N,GEC242-MVPS-BES,,C242UNVMES,,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,,
PSJ226CQMVBLS /A,FT24W/2G11,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICN-2S39-N,GEC242-MVPS-BES,,C2642UNVMES,,,HC242PS/UV/DJ,,
PSJ226CQMVBLS /A,FT24W/2G11,PSJ226CQMVBLS /A,,PSJ226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 5.00 ,  3.16 ,  1.69 ,  0.91 ,ICN-2S39-N,GEC242-MVPS-BES,,C2642UNVMES,RHA-UNV-213-BLS,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSK213CQ347 /A,CFQ10W/G24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,,,,,
PSK213CQ347 /A,CFQ10W/G24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,,,,,
PSK213CQ347 /A,CFQ13W/G24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,RHA-347-213-C,,HC213PS/34/D,,
PSK213CQ347 /A,CFQ13W/G24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,RHA-347-213-C,,HC213PS/34/D,,
PSK213CQ347 /A,CFS10W/GR10Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,,,HC213PS/34/D,,
PSK213CQ347 /A,CFS10W/GR10Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,,,HC213PS/34/D,,
PSK213CQ347 /A,CFS16W/GR10Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.96 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,,,HC213PS/34/D,,
PSK213CQ347 /A,CFS16W/GR10Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.96 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C213/347ME,,,,,
PSK213CQ347 /A,CFTR13W/GX24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-213-C,,HC213PS/34/D,,
PSK213CQ347 /A,CFTR13W/GX24Q,PSK213CQ347   /A    ,,PSK213CQ347       ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-213-C,,HC213PS/34/D,,
PSK218CQ347BLS /A,CFQ18W/G24Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347MES,RHA-347-218-BLS,,HC218PS/34/DJ,,
PSK218CQ347BLS /A,CFQ18W/G24Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347MES,RHA-347-218-BLS,,HC218PS/34/DJ,,
PSK218CQ347BLS /A,CFS21W/GR10Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347MES,,,HC218PS/34/DJ,,
PSK218CQ347BLS /A,CFS21W/GR10Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347MES,,,HC218PS/34/DJ,,
PSK218CQ347BLS /A,CFT13W/2GX7,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 0.90 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-226-BLS,,,,
PSK218CQ347BLS /A,CFT13W/2GX7,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.85 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-226-BLS,,,,
PSK218CQ347BLS /A,CFTR18W/GX24Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-218-BLS,,HC218PS/34/DJ,,
PSK218CQ347BLS /A,CFTR18W/GX24Q,PSK218CQ347BLS /A,,PSK218CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-218-BLS,,HC218PS/34/DJ,,
PSK218CQ347 /A,CFQ18W/G24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347ME,RHA-347-218-C,,HC218PS/34/D,,
PSK218CQ347 /A,CFQ18W/G24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347ME,RHA-347-218-C,,HC218PS/34/D,,
PSK218CQ347 /A,CFS21W/GR10Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347ME,,,HC218PS/34/D,,
PSK218CQ347 /A,CFS21W/GR10Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C218/347ME,,,HC218PS/34/D,,
PSK218CQ347 /A,CFTR18W/GX24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-218-C,,HC218PS/34/D,,
PSK218CQ347 /A,CFTR18W/GX24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-218-C,,HC218PS/34/D,,
PSK218CQ347 /A,CFTR18W/GX24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 0.90 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-226-C,,,,
PSK218CQ347 /A,CFTR18W/GX24Q,PSK218CQ347   /A,,PSK218CQ347   ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.85 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-226-C,,,,
PSK218CQMVBLS /A,CFQ18W/G24Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,QTP1/2x18CF/UNVDM,C218UNVMES,RHA-UNV-218-BLS,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK218CQMVBLS /A,CFQ18W/G24Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,QTP1/2x18CF/UNVDM,C218UNVMES,RHA-UNV-218-BLS,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK218CQMVBLS /A,CFS21W/GR10Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,,C218UNVMES,,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK218CQMVBLS /A,CFS21W/GR10Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,,C218UNVMES,,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK218CQMVBLS /A,CFT13W/2GX7,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.94 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,CT213UNVMES,RHA-UNV-226-BLS,,,,
PSK218CQMVBLS /A,CFT13W/2GX7,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 0.90 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,CT213UNVMES,RHA-UNV-226-BLS,,,,
PSK218CQMVBLS /A,CFTR18W/GX24Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,QTP1/2x18CF/UNVDM,C218UNVMES,RHA-UNV-218-BLS,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK218CQMVBLS /A,CFTR18W/GX24Q,PSK218CQMVBLS /A,,PSK218CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.98 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S18-M1-BS,GEC218-MVPS-BES,QTP1/2x18CF/UNVDM,C218UNVMES,RHA-UNV-218-BLS,KTEB-218-UV-PS-DW,HC218PS/UV/DJ,EP2CF18PS/MV/DC/K,
PSK226CQ347 /A,CFMT57W/GX24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.95 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347ME,,,,,
PSK226CQ347 /A,CFQ26W/G24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.02 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,RHA-347-226-C,,HC226PS/34/D,,
PSK226CQ347 /A,CFQ26W/G24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,RHA-347-226-C,,HC226PS/34/D,,
PSK226CQ347BLS /A,CFQ26W/G24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.02 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,RHA-347-226-BLS,,HC226PS/34/DJ,,
PSK226CQ347BLS /A,CFQ26W/G24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,RHA-347-226-BLS,,HC226PS/34/DJ,,
PSK226CQ347 /A,CFS28W/GR10Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.96 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,,,HC226PS/34/D,,
PSK226CQ347 /A,CFS28W/GR10Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.95 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347ME,,,,,
PSK226CQ347BLS /A,CFS28W/GR10Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.96 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,,,,,
PSK226CQ347BLS /A,CFS28W/GR10Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.95 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347MES,,,HC226PS/34/DJ,,
PSK226CQ347 /A,CFTR26W/GX24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.02 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,RHA-347-226-C,,HC226PS/34/D,,
PSK226CQ347 /A,CFTR26W/GX24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,RHA-347-226-C,,HC226PS/34/D,,
PSK226CQ347BLS /A,CFTR26W/GX24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.02 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,RHA-347-226-BLS,,HC226PS/34/DJ,,
PSK226CQ347BLS /A,CFTR26W/GX24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,RHA-347-226-BLS,,HC226PS/34/DJ,,
PSK226CQ347 /A,CFTR32W/G24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,RHA-347-226-C,,,,
PSK226CQ347 /A,CFTR32W/G24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347ME,RHA-347-226-C,,,,
PSK226CQ347BLS /A,CFTR32W/G24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,RHA-347-226-BLS,,,,
PSK226CQ347BLS /A,CFTR32W/G24Q,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347MES,RHA-347-242-BLS,,,,
PSK226CQ347 /A,CFTR42W/GX24Q,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,,RHA-347-242-C,,HC226PS/34/D,,
PSK226CQ347 /A,FC12T5,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,,,HC226PS/34/D,,
PSK226CQ347 /A,FC9T5,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.99 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,,,HC226PS/34/D,,
PSK226CQ347 /A,FT24W/2G11,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.91 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347ME,,,HC226PS/34/D,,
PSK226CQ347 /A,FT24W/2G11,PSK226CQ347 /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.88 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347ME,RHA-347-242-C,,HC226PS/34/D,,
PSK226CQ347BLS /A,FT24W/2G11,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.91 ,1/2,  1 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C2642/347MES,,,HC226PS/34/DJ,,
PSK226CQ347BLS /A,FT24W/2G11,PSK226CQ347BLS /A,,PSK226CQ347 ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  0.88 ,1/2,  2 ,347,N,N,N,Y,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,,,,C242/347MES,RHA-347-242-BLS,,HC226PS/34/DJ,,
PSK226CQMV /A,CFQ26W/G24Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-SE,QTP2x26CF/UNVDM,C2642UNVME,RHA-UNV-226-C,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
PSK226CQMV /A,CFQ26W/G24Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-SE,QTP2x26CF/UNVDM,C2642UNVME,RHA-UNV-226-C,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
PSK226CQMVBLS /A,CFQ26W/G24Q,PSK226CQMVBLS /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-BES,QTP2x26CF/UNVDMPEM,C2642UNVMES,RHA-UNV-226-BLS,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSK226CQMVBLS /A,CFQ26W/G24Q,PSK226CQMVBLS /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-BES,QTP2x26CF/UNVDMPEM,C2642UNVMES,RHA-UNV-226-BLS,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSK226CQMV /A,CFS28W/GR10Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-1D38-H1-LD,GEC242-MVPS-SE,,C2642UNVME,,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
PSK226CQMV /A,CFTR26W/GX24Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-SE,QTP2x26CF/UNVDM,C2642UNVME,RHA-UNV-226-C,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
PSK226CQMV /A,CFTR26W/GX24Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-SE,QTP2x26CF/UNVDM,C2642UNVME,RHA-UNV-226-C,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
PSK226CQMVBLS /A,CFTR26W/GX24Q,PSK226CQMVBLS /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series,  1.01 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-BES,QTP2x26CF/UNVDMPEM,C2642UNVMES,RHA-UNV-226-BLS,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSK226CQMVBLS /A,CFTR26W/GX24Q,PSK226CQMVBLS /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  2 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-BES,QTP2x26CF/UNVDMPEM,C2642UNVMES,RHA-UNV-226-BLS,KTEB-242-UV-PS-DW,HC242PS/UV/DJ,EP2CF26PS/MV/DC/K,
PSK226CQMV /A,CFTR32W/GX24Q,PSK226CQMV /A,,PSK226CQMV ,Discontinued,NA,NA,Electronic,,,Programmed,Series, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N,  6.56 ,  2.38 ,  1.69 ,  0.95 ,ICF-2S26-M1-BS,GEC242-MVPS-SE,QTP2x26CF/UNVDM,C2642UNVME,RHA-UNV-226-C,KTEB-242-UV-PS-DW,HC242PS/UV/D,EP2CF26PS/MV/DC/K,
