sku,attribute_set,store,,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
RS217PO/A,Grouper,default,,RS217PO /A,RS217PO,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F017T8,,,,,,,,,,,,,,
RS218P/A,Grouper,default,,RS218P /A,RS218P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT18W/2G11/RS,,,,,,,,,,,,,,
3M10313,Grouper,default,,RS218PE /A,RS218PE,M10313,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 CFQ18W/G24d CFL Lamp, Rapid Start 120 Vac, 60Hz, Normal Ballast Factor, HPF",60,97.95, $ 97.95 ,,Leads both ends,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,734832010776,,
3M10314,Grouper,default,,RS218PE /B,RS218PE,M10314,simple,3, Searchable ,,  5 ,3,1W,1,4,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 CFQ18W/G24d CFL Lamp, Rapid Start 120 Vac, 60Hz, Normal Ballast Factor, HPF",60,98.95, $ 98.95 ,,Bottom leads (center)/2-studs,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,734832010783,,
3M10315,Grouper,default,,RS2227PWS /A,RS2227PWS,M10315,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F40T12 Linear Lamp, Rapid Start 120 Vac, 60Hz, Normal Ballast Factor, HPF",60,89.95, $ 89.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,734832010790,,
RS22427P2/A,Grouper,default,,RS22427P2 /A,RS22427P2,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT18W/2G11,,,,,,,,,,,,,,
RS224P2/A,Grouper,default,,RS224P2 /A,RS224P2,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RS224P2LH/A,Grouper,default,,RS224P2LH /A,RS224P2LH,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RS225PO/A,Grouper,default,,RS225PO /A,RS225PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T8 , Yes , No ,  -   , Single ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8,,,,RSW226CQ120   /A,RSW226CQ120   ,Electronic,Ongoing ,Active,P20131                       ,Leaded,,,11A,
RS225PO/B,Grouper,default,,RS225PO /B,RS225PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F025T8,,,,RSW226CQ120   /A,RSW226CQ120   ,Electronic,Ongoing ,Active,P20131                       ,Leaded,,,,
RS225PO/C,Grouper,default,,RS225PO /C,RS225PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T8 , Yes , No ,  -   , Single ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT18W/2G11/RS,,,,RSW226CQ120   /A,RSW226CQ120   ,Electronic,Ongoing ,Active,P20131                       ,Leaded,,,11A,
RS225POWT/A,Grouper,default,,RS225POWT /A,RS225POWT,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F025T8,,,,RSW226CQ120   /A,RSW226CQ120   ,Electronic,Ongoing ,Active,P20131                       ,Leaded,,,,
RS225POWT/B,Grouper,default,,RS225POWT /B,RS225POWT,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F025T8,,,,RSW226CQ120   /A,RSW226CQ120   ,Electronic,Ongoing ,Active,P20131                       ,Leaded,,,,
RS22627PE/A,Grouper,default,,RS22627PE /A,RS22627PE,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
RS226PE/A,Grouper,default,,RS226PE /A,RS226PE,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
RS226PE/B,Grouper,default,,RS226PE /B,RS226PE,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
3M10316,Grouper,default,,RS226PE /C,RS226PE,M10316,simple,3, Searchable ,,  5 ,3,1W,1,4,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 CFQ26W/G24d, CFTR26W/GX24d CFL Lamp, Rapid Start 120 Vac, 60Hz, Normal Ballast Factor, HPF",60,97.95, $ 97.95 ,,Bottom leads (center)/2-studs,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,734832010806,,
RS230256P/A,Grouper,default,,RS230256P /A,RS230256P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS23025P/A,Grouper,default,,RS23025P /A,RS23025P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   , Single ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,11A,
RS23025P/B,Grouper,default,,RS23025P /B,RS23025P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS23026P/A,Grouper,default,,RS23026P /A,RS23026P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS23027P2/A,Grouper,default,,RS23027P2 /A,RS23027P2,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS2305P2LL/A,Grouper,default,,RS2305P2LL /A,RS2305P2LL,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   , Single ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,11A,
3M10724,Grouper,default,,RS230P2 /A,RS230P2,M10724,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,120/60,2-F30T12 V2",60,79.95, $ 79.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,734832015832,11A,
RS230P2/B,Grouper,default,,RS230P2 /B,RS230P2,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS230P2/C,Grouper,default,,RS230P2 /C,RS230P2,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS230P2/D,Grouper,default,,RS230P2 /D,RS230P2,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
RS230P2/E,Grouper,default,,RS230P2 /E,RS230P2,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T12,,,,,,,,,,,,,,
3M10318,Grouper,default,,RS230T835PLA /A,RS230T835PLA,M10318,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,,2-F30T8  V2",50,89.95, $ 89.95 ,,Leads both ends,Rapid ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T8,,,,,,,,,,,,734832010820,,
RS230T8PLA/A,Grouper,default,,RS230T8PLA /A,RS230T8PLA,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F30T8,,,,,,,,,,,,,,
RS23227PO/A,Grouper,default,,RS23227PO /A,RS23227PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T8 , Yes , No ,  -   , Single ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F032,,,,,,,,,,,,,11A,
3M10319,Grouper,default,,RS23227PO /B,RS23227PO,M10319,simple,3, Searchable ,,  5 ,3,1W,1,4,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,277/60(2)F032   V4",60,88.95, $ 88.95 ,,Bottom leads (center)/2-studs,Rapid ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F032,,,,,,,,,,,,734832010837,,
RS232PO/A,Grouper,default,,RS232PO /A,RS232PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
RS232PO/B,Grouper,default,,RS232PO /B,RS232PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
3M10320,Grouper,default,,RS23627P /A,RS23627P,M10320,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,277/60(2)F36TT V2 ",60,86.95, $ 86.95 ,,Leads both ends,Rapid ,,,2,  2 , CFL , Yes , No ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,734832010844,11A,
RS23627P/B,Grouper,default,,RS23627P /B,RS23627P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
RS236P/A,Grouper,default,,RS236P /A,RS236P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
3M10321,Grouper,default,,RS236P /B,RS236P,M10321,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,120/60 2-F36TT5 V2",60,92.95, $ 92.95 ,,Leads both ends,Rapid ,,,2,  2 , CFL , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,734832010851,11A,
RS236P/C,Grouper,default,,RS236P /C,RS236P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
RS236P/D,Grouper,default,,RS236P /D,RS236P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
RS2402005P/A,Grouper,default,,RS2402005P /A,RS2402005P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,200,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2402005P/B,Grouper,default,,RS2402005P /B,RS2402005P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,200,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2402006P/A,Grouper,default,,RS2402006P /A,RS2402006P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,200,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS240256P/A,Grouper,default,,RS240256P /A,RS240256P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS24025BXP/A,Grouper,default,,RS24025BXP /A,RS24025BXP,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
RS24025P/A,Grouper,default,,RS24025P /A,RS24025P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS24026/A,Grouper,default,,RS24026 /A,RS24026,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   , Single ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS24026/B,Grouper,default,,RS24026 /B,RS24026,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS24026PLL/A,Grouper,default,,RS24026PLL /A,RS24026PLL,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
3M10322,Grouper,default,,RS24027BXP /A,RS24027BXP,M10322,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,277/60 2-40TT5 V2 ",60,97.95, $ 97.95 ,,Leads both ends,Rapid ,,,2,  2 , T5 , Yes , No ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,734832010868,11A,
RS24035BXP/A,Grouper,default,,RS24035BXP /A,RS24035BXP,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Rapid ,,,2,  2 , T5 , Yes , No ,  -   , Single ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,11A,
3M10323,Grouper,default,,RS24035P /A,RS24035P,M10323,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,(2) 34T12 V2",50,92.95, $ 92.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F34T12,,,,,,,,,,,,734832010875,11A,
RS24036P/A,Grouper,default,,RS24036P /A,RS24036P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,34T12,,,,,,,,,,,,,,
RS240456P/A,Grouper,default,,RS240456P /A,RS240456P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,240,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS240456PWH/A,Grouper,default,,RS240456PWH /A,RS240456PWH,NA,simple,4, Both ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,240,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
3M10324,Grouper,default,,RS2405 /A,RS2405,M10324,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF, 2-40T12 V2 ",50,78.95, $ 78.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,734832010882,,
3M10325,Grouper,default,,RS24056P /A,RS24056P,M10325,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,(2)40T12 V2",50-60,78.95, $ 78.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,40T12,,,,,,,,,,,,734832010899,,
