sku,attribute_set,store,,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
RS24056P100/A,Grouper,default,,RS24056P100 /A,RS24056P100,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,100,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2405P/A,Grouper,default,,RS2405P /A,RS2405P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2405P/B,Grouper,default,,RS2405P /B,RS2405P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F34T12,,,,,,,,,,,,,,
RS2405PLL/A,Grouper,default,,RS2405PLL /A,RS2405PLL,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS240BXP/A,Grouper,default,,RS240BXP /A,RS240BXP,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
RS240BXP/B,Grouper,default,,RS240BXP /B,RS240BXP,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
RS240BXP/C,Grouper,default,,RS240BXP /C,RS240BXP,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
RS240BXP/D,Grouper,default,,RS240BXP /D,RS240BXP,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
RS240P2LMH/A,Grouper,default,,RS240P2LMH /A,RS240P2LMH,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/A,Grouper,default,,RS240P3A /A,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/B,Grouper,default,,RS240P3A /B,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/C,Grouper,default,,RS240P3A /C,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/D,Grouper,default,,RS240P3A /D,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/E,Grouper,default,,RS240P3A /E,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3A/SP,Grouper,default,,RS240P3A /SP,RS240P3A,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3AWH/A,Grouper,default,,RS240P3AWH /A,RS240P3AWH,NA,simple,4, Both ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3AWT/A,Grouper,default,,RS240P3AWT /A,RS240P3AWT,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240P3AWT/B,Grouper,default,,RS240P3AWT /B,RS240P3AWT,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
3M10326,Grouper,default,,RS240P4 /A,RS240P4,M10326,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F40T12 Linear Lamp, Rapid Start 120 Vac, 60Hz, Normal Ballast Factor, HPF",60,81.95, $ 81.95 ,,Leads both ends,Rapid ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,734832010905,,
RS240PBX,Grouper,default,,RS240PBX,RS240PBX,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,,,,2,  2 ,,,,,,120,High,,,,,,,,,,,,,,,,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS240PLA/A,Grouper,default,,RS240PLA /A,RS240PLA,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
3M10327,Grouper,default,,RS240PO /A,RS240PO,M10327,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,120/60 2-F40T8 V2 ",60,99.95, $ 99.95 ,,Leads both ends,Rapid ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T8,,,,,,,,,,,,734832010912,11A,
RS240PWS/A,Grouper,default,,RS240PWS /A,RS240PWS,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC16T9,,,,RSS240T12MVIP                 ,RSS240T12MVIP                 ,Electronic,Ongoing ,Active,P20122,Leaded,,,,
RS2427P3/A,Grouper,default,,RS2427P3 /A,RS2427P3,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2427P3/B,Grouper,default,,RS2427P3 /B,RS2427P3,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RS2427P3/C,Grouper,default,,RS2427P3 /C,RS2427P3,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,,,,,,,,,,,
RSD264G6MVDLC/A,Grouper,default,,RSD264G6MVDLC /A,RSD264G6MVDLC,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"ECTN,120/277,2-64T6",,,,,,,,,,,,,,
RSF208T5120/A,Grouper,default,,RSF208T5120 /A,RSF208T5120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RSF208T5120WC/A,Grouper,default,,RSF208T5120WC /A,RSF208T5120WC,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RSF213T5120/A,Grouper,default,,RSF213T5120 /A,RSF213T5120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat-Rapid ,DK,  0.86 ,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,  0.51 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F13T5, F8T5",,,,RSU213T5120   /A              , RSU213T5120 ,Electronic,Discontinued,Limited,P20070,Leaded,,,,
RSF213T5120WC/A,Grouper,default,,RSF213T5120WC /A,RSF213T5120WC,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat Rapid ,,,2,  2 , T5 , No , No , 16-24 , Single ,120,Normal,  0.51 ,  120 , 0.26-0.39 ,  -   ,  -   ,,  -   ," ANSI C82.11, ANSI C62.41, UL/935 (Class P, Type HL, Type CC, Type 1 Outdoor) Listed, CSA (cUL) Certfied, CSA/C22.2 Certified ",  -   ,  -   ,,,,  -   ,  -   ,,,,,,"F8T5, F13T5, F8T5, F13T5",,,,RSU213T5120   /A              , RSU213T5120 ,Electronic,Discontinued,Limited,P20070                       ,Leaded,,,9F,
RSF218CQ120/A,Grouper,default,,RSF218CQ120 /A,RSF218CQ120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RSF226CQ120/A,Grouper,default,,RSF226CQ120 /A,RSF226CQ120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RSN240120TP/B,Grouper,default,,RSN240120TP /B,RSN240120TP,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RSO213CQ120/A,Grouper,default,,RSO213CQ120 /A,RSO213CQ120,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Bottom leads (center),Preheat-Rapid ,Series,  0.86 ,2,  2 , CFL , Yes , No , 19-27 , Single ,120,Normal,0.52-0.55, 120 Â±10% , 0.30-0.41 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 6.00 , 1.78 , 1.08 ,  3.59 ,  18.00 ,  0.55 ,,,,,"CFQ13W/G24q, CFTR13W/GX24q , CFQ18W/G24q, CFTR18W/GX24q , CFS16W/GR10q",,,, RSW218CQ120 /A, RSW218CQ120,Electronic,Ongoing,Active,P20130,Leaded,"[""NPY120218CFL"", ""KTEB1131TP"", ""HC213RS12W""]",,7E,
RSO226CQ120/A,Grouper,default,,RSO226CQ120 /A,RSO226CQ120,P20035,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,Series,  0.88 ,2,  2 , CFL , Yes , No , 37-50 , Single ,120,Normal,0.50-0.58, 120 Â±10% , 0.59-0.74 ,  (20), A ,N," ANSI C62.41, ANSI C82.11, FCC PART 18 (Class B) ,  Class P, Type HL, Type 1 Outdoor, Type CC "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 6.00 , 1.78 , 1.08 ,  3.59 ,  18.00 ,  0.55 ,,,,,"CFM57W/GX24q, CFQ26W/G24q, CFTR26W/GX24q , CFS21W/GR10q, FC12T5, FC16T9, FT18W/2G11/RS, FT24W/2G11",RSW226CQ120   /A,RSW226CQ120   ,P20131,,,,,,,,"[""NPY120226CFL"", ""KTEB2261TPDW"", ""HC226RS12W""]",,7E,
RSP242TRMVDSW/A,Grouper,default,,RSP242TRMVDSW /A,RSP242TRMVDSW,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Preheat Rapid ,,,2,  2 ,  -   , Yes , No , 53-88 ,  -   ,120-277, High ,0.99, 120-277 , 0.19 - 0.74 ,  (20), A ,,  -   ," UL/935, CSA (cUL) ",  -   ,  -   ,,,,  4.63 ,  18.00 ,,,,,,"CFTR42W/GX24q, CFTR32W/GX24q, CFQ26W/G24q, FT24W/2G11, FT36W/2G11, FT40W/2G11/RS, FC12T5, FC9T5",,,,,,,,,,,,,24,
RSP242TRMVDW/A,Grouper,default,,RSP242TRMVDW /A,RSP242TRMVDW,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,,,2,  2 , CFL , No , No ,  -   , Multi ,120-277, High ,,  -   ,  -   ,  -   ,  -   ,,  -   , UL/935(TYPE 1 OUTDOOR) ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFTR42W/GX24q, CFTR32W/GX24q, CFQ26W/G24q, FT24W/2G11, FT36W/2G11, FT40W/2G11/RS, FC12T5, FC9T5",,,,PSP242TRMVDW  ST,PSP242TRMVDW  ,Electronic,Ongoing,Active,P20146                       ,Connector,,,,
RSP242TRMVW/A,Grouper,default,,RSP242TRMVW /A,RSP242TRMVW,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFTR42W/GX24q, CFTR32W/GX24q, CFQ26W/G24q, FT24W/2G11, FT36W/2G11, FT40W/2G11/RS, FC12T5, FC9T5",,,,PSP242TRMVW  ST,PSP242TRMVW  ,Electronic,Ongoing,Active,P20156                       ,Leaded,,,,
RSS240T12MV/C,Grouper,default,,RSS240T12MV /C,RSS240T12MV,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Rapid ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F40T12,,,,RSS240T12MVIP                 ,RSS240T12MV   ,Electronic,Ongoing,Active,P20122,Leaded,,,,
2P20122,Grouper,default,,RSS240T12MVIP,RSS240T12MV,P20122,simple,3, Searchable ,,  4 ,2,10W,10,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast Rapid Start, 120-277Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 2 F40T12, F40T12ES, F30T12", 47-63 ,134.50, $ 13.45 ,,Leads both ends,Rapid ,Parallel,  0.88 ,2,  2 , T12 , Yes , No , 58-74 ,,120-277,High,0.97-0.99, 120-277 Â±10% , 0.22-0.62 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  9.44 ,  1.38 ,  1.16 ,  -   ,  -   , 1.10 ,,,,,"F30T12, F40T12, F40T12ES, F40T12NEUTRAL DX, F40SP1-U-6",,,,,,,,,,,"[""REL2S40SC"", ""ICN2S40N"", ""R2S40TP"", ""GE240RSMVN"", ""B234SR120MA"", ""B234SR277MA"", ""B240R120HP"", ""B240R277HP"", ""KTEB240UVTPPIC"", ""HL240RSUVW"", ""EP240RSMV"", ""VE240120HRP"", ""RM2S35TP"", ""RM-2SP30-1-TP""]",734832016693,12B,
3P20122,Grouper,default,,RSS240T12MVIP,RSS240T12MV,P20122,simple,3, Searchable ,,  5 ,3,1W,1,2,1,Ongoing,1,Active,Leaded,Electronic,"Fluorescent eBallast Rapid Start, 120-277Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 2 F40T12, F40T12ES, F30T12", 47-63 ,15.89, $ 15.89 ,,Leads both ends,Rapid ,Parallel,  0.88 ,2,  2 , T12 , Yes , No , 58-74 ,  -   ,120-277,High,0.97-0.99, 120-277 Â±10% , 0.22-0.62 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  9.44 ,  1.38 ,  1.16 ,  -   ,  -   , 1.10 ,,,,,"F30T12, F40T12, F40T12ES, F40T12NEUTRAL DX, F40SP1-U-6",,,,,,,,,,,"[""REL2S40SC"", ""ICN2S40N"", ""R2S40TP"", ""GE240RSMVN"", ""B234SR120MA"", ""B234SR277MA"", ""B240R120HP"", ""B240R277HP"", ""KTEB240UVTPPIC"", ""HL240RSUVW"", ""EP240RSMV"", ""VE240120HRP"", ""RM2S35TP"", ""RM-2SP30-1-TP""]",734832016709,12B,
RSU208T5120/A,Grouper,default,,RSU208T5120 /A,RSU208T5120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,DK,0.00, $ -   ,,,Preheat-Rapid ,DK,  0.99 ,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,  0.51 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,F8T5,,,,,,,,,,,,,,
RSU208T5120WC/A,Grouper,default,,RSU208T5120WC /A,RSU208T5120WC,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,DK,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F8T5,,,,,,,,,,,,,,
3P20070,Grouper,default,,RSU213T5120 /A,RSU213T5120,P20070,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, 2 F13T5 Linear Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF",50-60,9.95, $ 9.95 ,,,Preheat-Rapid ,Parallel,  0.81 ,2,  2 , T5 , No , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   , UL/935(TYPE 1 OUTDOOR) ,  -   ,  -   , 9.06 , 0.91 , 0.97 ,  -   ,  -   , 0.60 ,,,,,"F13T5, F8T5",,,,,,,,,,,"[""SC120213LT5"", ""SC120208LT5"", ""KTEB2131TPSLMB"", ""KTEB2131TPSL""]",734832004454,3B,
5P20070,Grouper,default,,RSU213T5120 /A,RSU213T5120,P20070,simple,3, Searchable ,,  2 ,5,10,10,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, 2 F13T5 Linear Lamp, Preheat Rapid Start, 120Vac, 50-60Hz, Normal Ballast Factor, NPF",50-60,49.50, $ 4.95 ,,,Preheat-Rapid ,Parallel,  0.95 ,2,  2 , T5 , No , No ,  -   ,,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   , UL/935(TYPE 1 OUTDOOR) ,  -   ,  -   , 9.06 , 0.91 , 0.97 ,  -   ,  -   , 0.60 ,,,,,"F13T5, F8T5",,,,,,,,,,,"[""SC120213LT5"", ""SC120208LT5"", ""KTEB2131TPSLMB"", ""KTEB2131TPSL""]",734832021727,3B,
RSU228T5120/A,Grouper,default,,RSU228T5120 /A,RSU228T5120,P20043,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,, 47-63 ,0.00, $ -   ,,Leads both ends,Preheat-Rapid ,Parallel, 1.10 ,2,  2 , T5 , Yes , No , 35-59 , Single ,120,Normal,0.53-0.57, 120 Â±10% , 0.57-0.86 ,  -   ,  -   ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,  9.06 ,  0.91 ,  0.97 ,  -   ,  -   ,  0.71 ,,,,,"F14T5, F21T5, F28T5",,,, PSU228T5120 AA, PSU228T5120,Electronic,Ongoing,Active,P20210,Leaded,"[""NPY120214LT5"", ""KTEB2281TPPHSL""]",,3B,
